"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-01","2019","01","01","","3.7","","-17.8","","-7.0","","25.0","","0.0","","","","","","0.0","","4","","12","","71",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-02","2019","01","02","","0.7","","-17.8","","-8.6","","26.6","","0.0","","","","","","0.5","","4","","13","","52",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-03","2019","01","03","","-10.2","","-21.9","","-16.0","","34.0","","0.0","","","","","","1.5","","4","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-04","2019","01","04","","-11.9","","-25.3","","-18.6","","36.6","","0.0","","","","","","1.5","","9","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-05","2019","01","05","","-16.4","","-38.2","","-27.3","","45.3","","0.0","","","","","","0.6","","7","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-06","2019","01","06","","-27.9","","-39.5","","-33.7","","51.7","","0.0","","","","","","1.2","","7","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-07","2019","01","07","","-33.5","","-43.4","","-38.5","","56.5","","0.0","","","","","","3.1","","7","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-08","2019","01","08","","-30.5","","-43.7","","-37.1","","55.1","","0.0","","","","","","0.2","","7","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-09","2019","01","09","","-30.7","","-40.8","","-35.7","","53.7","","0.0","","","","","","1.6","","7","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-10","2019","01","10","","-31.0","","-43.4","","-37.2","","55.2","","0.0","","","","","","0.5","","7","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-11","2019","01","11","","-32.0","","-41.2","","-36.6","","54.6","","0.0","","","","","","1.1","","7","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2019-01-12","2019","01","12","","-28.8","","-39.5","","-34.1","","52.1","","0.0","","","","","","0.6","","7","","","","",""
