"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-19","2022","01","19","","-15.9","","-30.0","","-22.9","","40.9","","0.0","","","","","","0.0","","41","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-20","2022","01","20","","-15.8","","-23.8","","-19.8","","37.8","","0.0","","","","","","0.0","","41","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-21","2022","01","21","","4.6","","-20.1","","-7.7","","25.7","","0.0","","","","","","0.0","","41","","10","","59",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-22","2022","01","22","","4.2","","-1.9","","1.1","","16.9","","0.0","","","","","","0.0","","36","","12","","75",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-23","2022","01","23","","2.5","","-13.5","","-5.5","","23.5","","0.0","","","","","","0.0","","34","","12","","46",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-24","2022","01","24","","4.3","","-2.5","","0.9","","17.1","","0.0","","","","","","0.0","","34","","12","","82",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-25","2022","01","25","","1.9","","-14.5","","-6.3","","24.3","","0.0","","","","","","0.0","","33","","11","","48",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-26","2022","01","26","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-27","2022","01","27","","-11.3","","-13.0","","-12.2","","30.2","","0.0","","","","","","0.2","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-28","2022","01","28","","-12.0","","-13.8","","-12.9","","30.9","","0.0","","","","","","0.2","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-29","2022","01","29","","-13.4","","-15.4","","-14.4","","32.4","","0.0","","","","","","1.4","","36","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-30","2022","01","30","","-15.2","","-29.6","","-22.4","","40.4","","0.0","","","","","","1.0","","36","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-01-31","2022","01","31","","-25.0","","-40.6","","-32.8","","50.8","","0.0","","","","","","0.6","","36","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-01","2022","02","01","","-19.7","","-43.1","","-31.4","","49.4","","0.0","","","","","","0.0","","36","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-02","2022","02","02","","-19.7","","-27.6","","-23.6","","41.6","","0.0","","","","","","0.7","","37","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-03","2022","02","03","","-21.3","","-27.7","","-24.5","","42.5","","0.0","","","","","","0.0","","37","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-04","2022","02","04","","-19.3","","-25.9","","-22.6","","40.6","","0.0","","","","","","0.2","","37","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-05","2022","02","05","","-0.5","","-30.1","","-15.3","","33.3","","0.0","","","","","","0.2","","36","","10","","51",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-06","2022","02","06","","2.6","","-14.0","","-5.7","","23.7","","0.0","","","","","","0.0","","36","","10","","59",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-07","2022","02","07","","-2.3","","-16.2","","-9.3","","27.3","","0.0","","","","","","0.0","","34","","12","","54",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-08","2022","02","08","","3.4","","-20.5","","-8.6","","26.6","","0.0","","","","","","0.0","","34","","10","","61",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-09","2022","02","09","","5.2","","-8.8","","-1.8","","19.8","","0.0","","","","","","0.2","","33","","11","","74",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-10","2022","02","10","","-8.7","","-26.4","","-17.5","","35.5","","0.0","","","","","","0.2","","32","","30","","63",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-11","2022","02","11","","-9.6","","-25.5","","-17.5","","35.5","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-12","2022","02","12","","2.9","","-16.7","","-6.9","","24.9","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-13","2022","02","13","","-5.0","","-23.8","","-14.4","","32.4","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-14","2022","02","14","","-6.5","","-20.5","","-13.5","","31.5","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-15","2022","02","15","","-2.8","","-15.8","","-9.3","","27.3","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-16","2022","02","16","","1.7","","-20.2","","-9.3","","27.3","","0.0","","","","","","0.0","","32","","11","","36",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-17","2022","02","17","","-4.9","","-8.4","","-6.6","","24.6","","0.0","","","","","","0.6","","32","","29","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-18","2022","02","18","","3.6","","-15.0","","-5.7","","23.7","","0.0","","","","","","0.0","","32","","12","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-19","2022","02","19","","-4.1","","-8.8","","-6.4","","24.4","","0.0","","","","","","0.5","","32","","28","","35",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-20","2022","02","20","","-8.5","","-25.4","","-16.9","","34.9","","0.0","","","","","","0.6","","34","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-21","2022","02","21","","-10.2","","-31.2","","-20.7","","38.7","","0.0","","","","","","0.2","","34","","9","","35",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-22","2022","02","22","","1.8","","-12.2","","-5.2","","23.2","","0.0","","","","","","0.0","","33","","12","","59",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-23","2022","02","23","","-2.3","","-19.6","","-10.9","","28.9","","0.0","","","","","","0.9","","34","","12","","42",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-24","2022","02","24","","-1.3","","-22.1","","-11.7","","29.7","","0.0","","","","","","0.2","","34","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-25","2022","02","25","","4.2","","-16.8","","-6.3","","24.3","","0.0","","","","","","0.0","","34","","11","","68",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-26","2022","02","26","","-2.2","","-15.9","","-9.0","","27.0","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-27","2022","02","27","","-3.2","","-6.8","","-5.0","","23.0","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-02-28","2022","02","28","","0.3","","-7.2","","-3.5","","21.5","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-01","2022","03","01","","-1.8","","-18.2","","-10.0","","28.0","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-02","2022","03","02","","-1.6","","-23.7","","-12.6","","30.6","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-03","2022","03","03","","-3.6","","-26.6","","-15.1","","33.1","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-04","2022","03","04","","-1.8","","-27.4","","-14.6","","32.6","","0.0","","","","","","0.0","","33","","12","","40",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-05","2022","03","05","","4.3","","-20.6","","-8.1","","26.1","","0.0","","","","","","0.0","","33","","10","","56",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-06","2022","03","06","","5.8","","-16.7","","-5.5","","23.5","","0.0","","","","","","0.4","","33","","30","","65",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-07","2022","03","07","","-4.7","","-21.5","","-13.1","","31.1","","0.0","","","","","","0.0","","34","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-08","2022","03","08","","-2.6","","-30.7","","-16.6","","34.6","","0.0","","","","","","0.4","","34","","12","","35",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-09","2022","03","09","","0.7","","-22.2","","-10.7","","28.7","","0.0","","","","","","0.0","","34","","12","","38",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-10","2022","03","10","","-2.1","","-15.1","","-8.6","","26.6","","0.0","","","","","","0.5","","34","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-11","2022","03","11","","-4.8","","-8.8","","-6.8","","24.8","","0.0","","","","","","0.7","","35","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-12","2022","03","12","","-8.5","","-14.6","","-11.5","","29.5","","0.0","","","","","","0.2","","35","","27","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-13","2022","03","13","","-11.5","","-19.0","","-15.3","","33.3","","0.0","","","","","","0.2","","36","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-14","2022","03","14","","-12.7","","-20.6","","-16.7","","34.7","","0.0","","","","","","0.2","","36","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-15","2022","03","15","","-5.3","","-23.5","","-14.4","","32.4","","0.0","","","","","","0.2","","36","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-16","2022","03","16","","3.1","","-23.5","","-10.2","","28.2","","0.0","","","","","","0.0","","36","","10","","51",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-17","2022","03","17","","2.4","","-11.5","","-4.6","","22.6","","0.0","","","","","","0.0","","35","","10","","38",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-18","2022","03","18","","1.1","","-16.8","","-7.8","","25.8","","0.0","","","","","","0.0","","35","","11","","53",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-19","2022","03","19","","2.2","","-15.1","","-6.5","","24.5","","0.0","","","","","","0.0","","34","","14","","45",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-20","2022","03","20","","0.1","","-24.9","","-12.4","","30.4","","0.0","","","","","","0.0","","34","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-21","2022","03","21","","-6.5","","-11.2","","-8.8","","26.8","","0.0","","","","","","0.5","","34","","28","","35",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-22","2022","03","22","","-7.1","","-15.0","","-11.1","","29.1","","0.0","","","","","","0.7","","38","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-23","2022","03","23","","-1.3","","-14.5","","-7.9","","25.9","","0.0","","","","","","0.0","","39","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-24","2022","03","24","","0.9","","-20.5","","-9.8","","27.8","","0.0","","","","","","0.0","","38","","10","","46",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-25","2022","03","25","","4.0","","-3.9","","0.1","","17.9","","0.0","","","","","","0.0","","36","","10","","58",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-26","2022","03","26","","1.6","","-18.0","","-8.2","","26.2","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-27","2022","03","27","","1.1","","-20.3","","-9.6","","27.6","","0.0","","","","","","0.0","","33","","13","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-28","2022","03","28","","2.0","","-7.0","","-2.5","","20.5","","0.0","","","","","","0.0","","33","","12","","71",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-29","2022","03","29","","4.3","","-16.7","","-6.2","","24.2","","0.0","","","","","","0.2","","33","","10","","31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-30","2022","03","30","","3.0","","-7.8","","-2.4","","20.4","","0.0","","","","","","1.4","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-03-31","2022","03","31","","3.0","","-15.0","","-6.0","","24.0","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-01","2022","04","01","","-3.2","","-12.4","","-7.8","","25.8","","0.0","","","","","","0.7","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-02","2022","04","02","","3.0","","-15.3","","-6.2","","24.2","","0.0","","","","","","0.2","","33","","11","","50",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-03","2022","04","03","","2.3","","-6.9","","-2.3","","20.3","","0.0","","","","","","0.0","","32","","12","","45",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-04","2022","04","04","","2.5","","-15.2","","-6.4","","24.4","","0.0","","","","","","0.0","","32","","9","","36",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-05","2022","04","05","","3.0","","-16.4","","-6.7","","24.7","","0.0","","","","","","0.0","","32","","13","","58",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-06","2022","04","06","","3.1","","-5.4","","-1.1","","19.1","","0.0","","","","","","0.0","","31","","13","","56",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-07","2022","04","07","","2.7","","-14.3","","-5.8","","23.8","","0.0","","","","","","0.2","","31","","11","","55",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-08","2022","04","08","","3.8","","-9.6","","-2.9","","20.9","","0.0","","","","","","0.0","","31","","12","","46",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-09","2022","04","09","","-1.5","","-10.5","","-6.0","","24.0","","0.0","","","","","","0.0","","29","","29","","38",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-10","2022","04","10","","-2.5","","-13.4","","-7.9","","25.9","","0.0","","","","","","0.3","","29","","29","","41",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-11","2022","04","11","","-4.6","","-14.1","","-9.4","","27.4","","0.0","","","","","","1.6","","32","","29","","38",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-12","2022","04","12","","-1.5","","-23.9","","-12.7","","30.7","","0.0","","","","","","0.2","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-13","2022","04","13","","2.1","","-26.1","","-12.0","","30.0","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-14","2022","04","14","","4.1","","-22.1","","-9.0","","27.0","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-15","2022","04","15","","3.6","","-17.6","","-7.0","","25.0","","0.0","","","","","","0.0","","32","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-16","2022","04","16","","1.8","","-16.9","","-7.6","","25.6","","0.0","","","","","","2.4","","31","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-17","2022","04","17","","-1.7","","-19.6","","-10.6","","28.6","","0.0","","","","","","1.1","","35","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-18","2022","04","18","","-0.7","","-22.9","","-11.8","","29.8","","0.0","","","","","","0.0","","34","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-19","2022","04","19","","1.2","","-21.3","","-10.1","","28.1","","0.0","","","","","","0.0","","33","","11","","36",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-20","2022","04","20","","4.5","","-18.6","","-7.1","","25.1","","0.0","","","","","","0.0","","33","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-21","2022","04","21","","4.5","","-15.9","","-5.7","","23.7","","0.0","","","","","","0.0","","31","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-22","2022","04","22","","4.0","","-14.5","","-5.3","","23.3","","0.0","","","","","","0.0","","29","","10","","44",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-23","2022","04","23","","6.7","","-1.2","","2.7","","15.3","","0.0","","","","","","0.0","","29","","11","","55",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-24","2022","04","24","","7.6","","-4.7","","1.4","","16.6","","0.0","","","","","","0.2","","24","","10","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-25","2022","04","25","","9.5","","-7.2","","1.2","","16.8","","0.0","","","","","","0.0","","17","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-26","2022","04","26","","9.0","","-2.2","","3.4","","14.6","","0.0","","","","","","0.0","","13","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-27","2022","04","27","","9.1","","-0.4","","4.3","","13.7","","0.0","","","","","","0.2","","9","","28","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-28","2022","04","28","","7.8","","-3.0","","2.4","","15.6","","0.0","","","","","","0.0","","4","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-29","2022","04","29","","8.3","","-7.3","","0.5","","17.5","","0.0","","","","","","0.0","","","","11","","45",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-04-30","2022","04","30","","7.0","","-7.5","","-0.3","","18.3","","0.0","","","","","","0.0","","","","12","","52",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-01","2022","05","01","","7.8","","1.0","","4.4","","13.6","","0.0","","","","","","0.0","","","","13","","72",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-02","2022","05","02","","6.9","","1.5","","4.2","","13.8","","0.0","","","","","","0.0","","","","12","","58",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-03","2022","05","03","","8.5","","0.1","","4.3","","13.7","","0.0","","","","","","0.0","","","","12","","62",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-04","2022","05","04","","9.1","","-2.6","","3.2","","14.8","","0.0","","","","","","0.2","","","","12","","42",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-05","2022","05","05","","8.5","","-6.2","","1.1","","16.9","","0.0","","","","","","0.0","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-06","2022","05","06","","9.4","","-5.6","","1.9","","16.1","","0.0","","","","","","0.0","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-07","2022","05","07","","7.9","","-1.9","","3.0","","15.0","","0.0","","","","","","0.0","","","","28","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-08","2022","05","08","","11.5","","-1.2","","5.1","","12.9","","0.0","","","","","","0.0","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-09","2022","05","09","","10.6","","-8.4","","1.1","","16.9","","0.0","","","","","","0.7","","","","28","","43",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-10","2022","05","10","","0.2","","-2.8","","-1.3","","19.3","","0.0","","","","","","1.4","","7","","28","","44",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-11","2022","05","11","","6.6","","-2.2","","2.2","","15.8","","0.0","","","","","","0.6","","11","","29","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-12","2022","05","12","","9.8","","-8.2","","0.8","","17.2","","0.0","","","","","","0.0","","2","","9","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-13","2022","05","13","","8.9","","-5.6","","1.6","","16.4","","0.0","","","","","","0.0","","","","12","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-14","2022","05","14","","7.6","","-2.3","","2.7","","15.3","","0.0","","","","","","2.3","","","","28","","40",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-15","2022","05","15","","6.8","","0.0","","3.4","","14.6","","0.0","","","","","","6.8","","","","29","","40",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-16","2022","05","16","","5.0","","-3.2","","0.9","","17.1","","0.0","","","","","","3.0","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-17","2022","05","17","","7.6","","-0.4","","3.6","","14.4","","0.0","","","","","","10.7","","","","13","","44",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-18","2022","05","18","","10.0","","-7.1","","1.4","","16.6","","0.0","","","","","","0.0","","","","30","","31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-19","2022","05","19","","13.2","","0.0","","6.6","","11.4","","0.0","","","","","","0.0","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-20","2022","05","20","","15.6","","-4.1","","5.8","","12.2","","0.0","","","","","","0.0","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-21","2022","05","21","","17.5","","-4.5","","6.5","","11.5","","0.0","","","","","","0.4","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-22","2022","05","22","","16.6","","-4.1","","6.3","","11.7","","0.0","","","","","","0.0","","","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-23","2022","05","23","","12.6","","-1.3","","5.7","","12.3","","0.0","","","","","","2.2","","","","29","","43",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-24","2022","05","24","","10.7","","-0.6","","5.0","","13.0","","0.0","","","","","","1.3","","","","31","","38",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-25","2022","05","25","","12.8","","-2.0","","5.4","","12.6","","0.0","","","","","","0.0","","","","27","","44",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-26","2022","05","26","","11.5","","0.2","","5.8","","12.2","","0.0","","","","","","4.6","","","","29","","34",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-27","2022","05","27","","11.2","","3.7","","7.5","","10.5","","0.0","","","","","","6.2","","","","34","","39",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-28","2022","05","28","","16.7","","-0.1","","8.3","","9.7","","0.0","","","","","","0.2","","","","30","","36",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2022-05-29","2022","05","29","","19.1","","-3.3","","7.9","","10.1","","0.0","","","","","","0.0","","","","","","",""
