"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-01-26","2016","01","26","","-5.9","","-15.4","","-10.7","","28.7","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-01-27","2016","01","27","","2.2","","-12.5","","-5.2","","23.2","","0.0","","","M","","M","0.0","","5","","12","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-01-28","2016","01","28","","3.0","","-0.8","","1.1","","16.9","","0.0","","","M","","M","0.0","","1","","12","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-01-29","2016","01","29","","0.5","","-16.1","","-7.8","","25.8","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-01-30","2016","01","30","","-3.5","","-9.5","","-6.5","","24.5","","0.0","","","M","","M","2.8","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-01-31","2016","01","31","","-5.1","","-26.8","","-16.0","","34.0","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-01","2016","02","01","","-10.3","","-29.6","","-20.0","","38.0","","0.0","","","M","","M","0.3","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-02","2016","02","02","","-14.0","","-31.9","","-23.0","","41.0","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-03","2016","02","03","","-14.7","","-19.0","","-16.9","","34.9","","0.0","","","M","","M","0.2","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-04","2016","02","04","","-3.0","","-26.1","","-14.6","","32.6","","0.0","","","M","","M","0.2","","3","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-05","2016","02","05","","-3.6","","-21.5","","-12.6","","30.6","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-06","2016","02","06","","-5.6","","-25.9","","-15.8","","33.8","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-07","2016","02","07","","-5.0","","-27.4","","-16.2","","34.2","","0.0","","","M","","M","0.2","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-08","2016","02","08","","-7.9","","-22.0","","-15.0","","33.0","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-09","2016","02","09","","-7.9","","-25.1","","-16.5","","34.5","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-10","2016","02","10","","-10.6","","-25.1","","-17.9","","35.9","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-11","2016","02","11","","4.4","","-15.4","","-5.5","","23.5","","0.0","","","M","","M","0.0","","4","","12","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-12","2016","02","12","","2.8","","-6.4","","-1.8","","19.8","","0.0","","","M","","M","0.0","","3","","12","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-13","2016","02","13","","1.5","","-13.0","","-5.8","","23.8","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-14","2016","02","14","","0.2","","-16.7","","-8.3","","26.3","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-15","2016","02","15","","-5.6","","-19.4","","-12.5","","30.5","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-16","2016","02","16","","-4.6","","-15.5","","-10.1","","28.1","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-17","2016","02","17","","-9.0","","-28.3","","-18.7","","36.7","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-18","2016","02","18","","-15.3","","-33.4","","-24.4","","42.4","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-19","2016","02","19","","-13.1","","-34.7","","-23.9","","41.9","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-20","2016","02","20","","0.8","","-24.8","","-12.0","","30.0","","0.0","","","M","","M","0.0","","1","","13","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-21","2016","02","21","","3.3","","-4.3","","-0.5","","18.5","","0.0","","","M","","M","0.0","","1","","12","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-22","2016","02","22","","1.5","","-9.9","","-4.2","","22.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-23","2016","02","23","","-1.7","","-21.6","","-11.7","","29.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-24","2016","02","24","","2.3","","-4.6","","-1.2","","19.2","","0.0","","","M","","M","0.0","","0","T","11","","35",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-25","2016","02","25","","4.6","","-7.2","","-1.3","","19.3","","0.0","","","M","","M","0.0","","1","","12","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-26","2016","02","26","","3.2","","-10.9","","-3.9","","21.9","","0.0","","","M","","M","","M","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-27","2016","02","27","","2.3","","-16.0","","-6.9","","24.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-28","2016","02","28","","3.7","","-2.6","","0.6","","17.4","","0.0","","","M","","M","0.0","","1","","11","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-02-29","2016","02","29","","3.2","","-7.2","","-2.0","","20.0","","0.0","","","M","","M","","M","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-01","2016","03","01","","-2.2","","-21.3","","-11.8","","29.8","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-02","2016","03","02","","-1.3","","-23.1","","-12.2","","30.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-03","2016","03","03","","-3.6","","-25.4","","-14.5","","32.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-04","2016","03","04","","-5.8","","-17.9","","-11.9","","29.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-05","2016","03","05","","-1.5","","-10.3","","-5.9","","23.9","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-06","2016","03","06","","-2.8","","-8.1","","-5.5","","23.5","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-07","2016","03","07","","0.1","","-12.0","","-6.0","","24.0","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-08","2016","03","08","","1.8","","-21.0","","-9.6","","27.6","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-09","2016","03","09","","0.4","","-21.2","","-10.4","","28.4","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-10","2016","03","10","","-0.2","","-21.7","","-11.0","","29.0","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-11","2016","03","11","","3.3","","-9.1","","-2.9","","20.9","","0.0","","","M","","M","0.0","","1","","12","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-12","2016","03","12","","0.3","","-19.9","","-9.8","","27.8","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-13","2016","03","13","","1.8","","-19.0","","-8.6","","26.6","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-14","2016","03","14","","0.6","","-11.6","","-5.5","","23.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-15","2016","03","15","","2.6","","-18.6","","-8.0","","26.0","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-16","2016","03","16","","2.9","","-21.6","","-9.4","","27.4","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-17","2016","03","17","","0.8","","-16.8","","-8.0","","26.0","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-18","2016","03","18","","-2.6","","-10.7","","-6.7","","24.7","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-19","2016","03","19","","1.4","","-15.0","","-6.8","","24.8","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-20","2016","03","20","","5.4","","-10.6","","-2.6","","20.6","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-21","2016","03","21","","6.3","","-12.6","","-3.2","","21.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-22","2016","03","22","","6.1","","-14.5","","-4.2","","22.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-23","2016","03","23","","6.2","","-13.9","","-3.9","","21.9","","0.0","","","M","","M","","M","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-24","2016","03","24","","6.8","","-12.2","","-2.7","","20.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-25","2016","03","25","","5.7","","-10.4","","-2.4","","20.4","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-26","2016","03","26","","3.5","","-8.8","","-2.7","","20.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-27","2016","03","27","","7.0","","-12.9","","-3.0","","21.0","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-28","2016","03","28","","9.1","","1.3","","5.2","","12.8","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-29","2016","03","29","","12.5","","0.7","","6.6","","11.4","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-30","2016","03","30","","13.9","","-5.1","","4.4","","13.6","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-03-31","2016","03","31","","13.5","","-5.0","","4.3","","13.7","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-01","2016","04","01","","15.7","","3.5","","9.6","","8.4","","0.0","","","M","","M","0.0","","","","12","","44",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-02","2016","04","02","","7.7","","-7.2","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-03","2016","04","03","","7.1","","-10.5","","-1.7","","19.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-04","2016","04","04","","7.9","","-12.0","","-2.1","","20.1","","0.0","","","M","","M","1.7","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-05","2016","04","05","","8.8","","-1.3","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-06","2016","04","06","","9.0","","-0.6","","4.2","","13.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-07","2016","04","07","","4.9","","-3.9","","0.5","","17.5","","0.0","","","M","","M","0.0","","","","11","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-08","2016","04","08","","12.3","","-2.0","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-09","2016","04","09","","9.9","","-1.1","","4.4","","13.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-10","2016","04","10","","8.9","","1.0","","5.0","","13.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-11","2016","04","11","","9.0","","-0.3","","4.4","","13.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-12","2016","04","12","","8.0","","-9.6","","-0.8","","18.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-13","2016","04","13","","9.2","","-3.5","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-14","2016","04","14","","9.4","","-7.6","","0.9","","17.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-15","2016","04","15","","9.1","","-8.2","","0.5","","17.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-16","2016","04","16","","9.2","","-9.6","","-0.2","","18.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-17","2016","04","17","","7.4","","-11.5","","-2.1","","20.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-18","2016","04","18","","4.8","","-9.5","","-2.4","","20.4","","0.0","","","M","","M","0.5","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-19","2016","04","19","","8.8","","-12.5","","-1.9","","19.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-20","2016","04","20","","11.0","","-10.5","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-21","2016","04","21","","11.6","","-10.6","","0.5","","17.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-22","2016","04","22","","13.7","","-0.6","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-23","2016","04","23","","15.0","","-5.3","","4.9","","13.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-24","2016","04","24","","15.7","","-5.4","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-25","2016","04","25","","10.3","","2.3","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","10","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-26","2016","04","26","","10.1","","1.0","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-27","2016","04","27","","9.8","","0.0","","4.9","","13.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-28","2016","04","28","","7.6","","-0.2","","3.7","","14.3","","0.0","","","M","","M","","M","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-29","2016","04","29","","9.6","","0.1","","4.9","","13.1","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-04-30","2016","04","30","","6.8","","-3.7","","1.6","","16.4","","0.0","","","M","","M","0.0","","0","T","12","","39",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-01","2016","05","01","","12.4","","1.4","","6.9","","11.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-02","2016","05","02","","13.1","","0.9","","7.0","","11.0","","0.0","","","M","","M","1.1","","","","12","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-03","2016","05","03","","11.0","","-4.5","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-04","2016","05","04","","10.3","","-5.7","","2.3","","15.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-05","2016","05","05","","10.6","","-2.5","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","13","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-06","2016","05","06","","13.0","","1.9","","7.5","","10.5","","0.0","","","M","","M","0.0","","","","13","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-07","2016","05","07","","11.8","","-2.5","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-08","2016","05","08","","16.5","","-4.5","","6.0","","12.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-09","2016","05","09","","11.0","","-5.9","","2.6","","15.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-10","2016","05","10","","14.4","","-1.7","","6.4","","11.6","","0.0","","","M","","M","1.1","","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-11","2016","05","11","","","M","-5.3","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-12","2016","05","12","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-13","2016","05","13","","","M","-3.3","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-14","2016","05","14","","22.8","","-2.1","","10.4","","7.6","","0.0","","","M","","M","0.0","","","","14","","39",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-15","2016","05","15","","21.5","","-2.8","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","13","","33",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-16","2016","05","16","","15.7","","0.1","","7.9","","10.1","","0.0","","","M","","M","1.7","","","","12","","63",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-17","2016","05","17","","14.2","","4.5","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","10","","50",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-18","2016","05","18","","13.7","","3.7","","8.7","","9.3","","0.0","","","M","","M","0.8","","","","31","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-19","2016","05","19","","18.4","","-2.3","","8.1","","9.9","","0.0","","","M","","M","0.2","","","","14","","32",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-20","2016","05","20","","19.1","","7.3","","13.2","","4.8","","0.0","","","M","","M","0.0","","","","13","","43",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-21","2016","05","21","","21.3","","1.4","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","11","","46",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-22","2016","05","22","","15.4","","6.0","","10.7","","7.3","","0.0","","","M","","M","5.4","","","","31","","37",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2016-05-23","2016","05","23","","17.1","","-2.6","","7.3","","10.7","","0.0","","","M","","M","4.4","","","","29","","61",""
