"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-01","2020","01","01","","1.0","","-8.1","","-3.5","","21.5","","0.0","","","","","","0.0","","6","","11","","60",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-02","2020","01","02","","-6.8","","-27.2","","-17.0","","35.0","","0.0","","","","","","0.0","","6","","13","","34",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-03","2020","01","03","","-20.7","","-33.6","","-27.1","","45.1","","0.0","","","","","","0.4","","6","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-04","2020","01","04","","-19.7","","-34.0","","-26.9","","44.9","","0.0","","","","","","0.4","","6","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-05","2020","01","05","","-21.4","","-38.3","","-29.8","","47.8","","0.0","","","","","","0.0","","6","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-06","2020","01","06","","-27.7","","-38.5","","-33.1","","51.1","","0.0","","","","","","0.0","","6","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-07","2020","01","07","","-28.5","","-33.2","","-30.8","","48.8","","0.0","","","","","","0.0","","8","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-08","2020","01","08","","-24.0","","-34.2","","-29.1","","47.1","","0.0","","","","","","0.2","","6","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-09","2020","01","09","","-31.5","","-41.9","","-36.7","","54.7","","0.0","","","","","","0.2","","6","","","","",""
"-139.02","61.37","BURWASH AIRPORT AUTO","2100184","2020-01-10","2020","01","10","","-34.0","","-44.8","","-39.4","","57.4","","0.0","","","","","","0.0","","6","","","","",""
