winter,sample,grid,ID,collar,food,date,time,dried,crushed,weight(mg),sampleloc,comments
2019,2613,Rolo,25046,on,0,16/Feb/19,0:18,1,1,,,
2019,2583,JO,25049,on,0,9/Feb/19,1:05,1,1,,,
2019,2640,AG,25086,151.445(switch),1,7/Mar/19,0:25,,,,,
2019,2471,KL,25117,170.995(new),0,4/Feb/19,1:06,1,1,,,
2019,2592,KL,25117,on,0,16/Feb/19,0:47,1,1,,,
2019,2585,JO,25120,on,0,14/Feb/19,0:25,1,1,,,
2019,2549,JO,25202,on,0,17/Feb/19,0:21,1,1,,,
2019,2575,JO,25202,171.581(new),0,13/Feb/19,0:39,1,1,,,
2019,2572,SU,25205,171.135(new),0,28/Feb/19,0:15,,,,,
2019,2616,SU,25226,149.309(switch),0,1/Mar/19,22:47,,,,,
2019,2570,SU,25236,149.924(new),0,28/Feb/19,23:28,,,,,
2019,2454,KL,25240,170.3378(new),0,4/Feb/19,1:46,1,1,,,
2019,2517,KL,25245,on,0,10/Feb/19,23:43,1,1,,,
2019,2522,JO,25246,149.720(new),0,14/Feb/19,1:22,1,1,,,
2019,2541,JO,25251,170.218(new),0,5/Feb/19,22:52,1,1,,,
2019,2521,CB,25253,149.701 (switch),1,4/Feb/19,0:37,1,1,,,
2019,2534,CB,25253,151.445 (switch),1,7/Feb/19,0:56,1,1,,,
2019,2573,AG,25277,151.615(switch),0,7/Mar/19,0:46,,,,,
2019,2577,JO,25279,149.820(switch),0,17/Feb/19,0:24,1,1,,,
2019,2591,JO,25294,170.218 (switch),0,11/Mar/19,0:30,1,1,,,
2019,2449,JO,25295,on,0,9/Feb/19,1:01,1,1,,,
2019,2501,JO,25295,on,0,8/Feb/19,0:26,1,1,,,
2019,2590,JO,25295,on,0,14/Feb/19,0:23,1,1,,,
2019,2584,JO,25297,149.701(switch),0,9/Feb/19,0:38,1,1,,,
2019,2591,KL,25299,on,0,16/Feb/19,1:03,,,,,
2019,2513,CB,25677,on,1,4/Feb/19,0:43,1,1,,,
2019,2511,CB,25677,on,1,7/Feb/19,1:04,1,1,,,
2019,2589,JO,25678,149.814(switch),0,14/Feb/19,0:36,1,1,,,
2019,2580,Rolo,25682,on,0,16/Feb/19,0:19,1,1,,,
2019,2612,Rolo,25682,on,0,17/Feb/19,0:40,1,1,,,
2019,2546,Rolo,25686,149.319(new),0,5/Feb/19,23:35,1,1,,,
2019,2587,JO,25687,170.218(new),0,14/Feb/19,0:27,1,1,,,
2019,2557,JO,25695,149.110(switch),0,8/Feb/19,0:53,1,1,,,
2019,2642,AG,25697,150.435(new),0,7/Mar/19,23:48,,,,,
2019,2537,KL,25699,on,1,4/Feb/19,1:39,1,1,,,
2019,2614,KL,25699,on,1,16/Feb/19,0:40,1,1,,,
2019,2643,SU,30341,149.329(new),0,1/Mar/19,22:36,,,,,
