grid,week,dateCap,Observers,Eartag,Fate_1,Weight,Sex,Repro_Male,Repro_Fem,Hindfoot,Fate_2,RHF_2,Weight_2,Fate_3,Weight_3,Fate_4,Weight_4,Maturity,Comments
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25057,1,1250,1,1,0,137,1,0,1345,1,1400,0,0,Adult,"got new collar on day 1, day 2 rc on, day 3 trap tripped by lynx,bloody foot, hare ok"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24700,1,1330,2,0,1,137,1,0,1370,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25234,1,1480,1,1,0,142,1,0,1460,1,1395,0,0,Adult,"trap rolled and dragged 10 ft early last night, hare not touched"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24811,1,1450,1,1,0,139,1,0,1420,1,1420,0,0,Adult,80% white on third check
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",23890,1,1460,2,0,1,138,1,0,1480,1,1460,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24810,1,1570,2,0,1,142,1,0,1560,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25056,1,1260,1,1,0,133,1,0,1230,1,1260,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25055,1,1500,2,0,1,135,1,0,1490,1,1450,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24435,1,1295,1,1,0,137,1,0,1245,1,1265,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25051,1,1260,1,1,0,129,1,0,1250,1,1280,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24170,2,1400,2,0,1,140,1,0,1300,1,1500,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24593,1,1520,2,0,1,143,1,0,1570,1,1530,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",23821,1,1410,2,0,1,128,1,0,1400,1,1400,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25231,1,1350,1,1,0,138,0,0,0,0,0,0,0,Adult,lynx attack but ok
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24171,2,1280,2,0,1,133,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24590,1,1585,2,0,1,144,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24834,1,1350,2,0,1,138,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24530,1,1480,2,0,1,128,1,0,1370,1,1430,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25095,2,1120,2,0,1,120,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25096,2,1550,2,0,1,138,1,0,1480,0,0,0,0,Adult,"large gash between eyes, looks fresh; ripped ear, may have been previously eartagged so tagged the left ear"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25097,2,1500,1,1,0,141,1,0,1430,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24105,1,1570,1,1,0,133,0,0,0,0,0,0,0,Adult,"attacked by lynx, trapped rolled, bunny screamed when approached and upon release bunny was very lethargic..slowly got up and sat there breathing heavily for 5 minutes then slowly hopped away"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25001,1,1220,2,0,1,133,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24110,1,1500,1,1,0,145,1,0,1560,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24529,1,1385,1,1,0,136,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24606,1,1350,1,1,0,134,1,0,1335,1,1335,0,0,Adult,"rc new day 1; rc on day 2, day 3"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24131,1,1365,2,0,0,131,1,0,1315,1,1355,0,0,Adult,"brown face and patch on back, small wound on forehead, skinned patch, large gash on forehead old wound"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",23878,1,1360,1,1,0,126,1,0,1410,1,1345,0,0,Adult,"rc new day 1, rc on day 2, day 3"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24137,1,1380,1,1,0,132,1,0,1320,1,1360,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24807,1,1300,1,1,0,127,1,0,1280,0,0,0,0,Adult,no sex recorded so entered from previous captures
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25233,1,1280,2,0,1,130,1,0,1250,1,1250,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25008,1,1350,2,0,1,128,1,0,1390,1,0,0,0,Adult,no weight on day 3
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25066,1,1350,2,0,1,134,1,0,1420,1,1510,0,0,Adult,"rc new day 2, day 3 trap moved but hare ok, no sign of lynx activity"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25027,2,1300,1,1,0,134,1,0,1230,1,1280,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25034,2,1550,2,0,1,136,1,0,1520,1,1560,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24094,1,1560,1,1,0,131,1,0,1465,1,1495,0,0,Adult,"rc new day 1; rc on day 2,  radio on check 3"
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25053,1,1500,2,0,1,137,1,0,1550,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25353,2,1230,1,1,0,135,1,0,1200,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25232,1,1420,2,0,1,142,1,0,1410,0,0,0,0,Adult,80 to 85% in recap
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",23837,1,1300,1,1,0,131,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24172,2,1330,2,0,1,139,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25099,2,1260,2,0,1,133,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24972,1,1480,2,0,1,136,1,0,1500,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",25054,1,1560,2,0,1,145,0,0,0,0,0,0,0,Adult,
Chitty,2135,10-Apr-2018,"Charles Krebs, Alice Kenney, Heather Sterling, Rachael Ryan, Stella Sortella",24173,2,1300,1,1,0,138,0,0,0,0,0,0,0,Adult,trap rolled hare ok
Chitty,576,23-May-1988,,11856,2,1390,2,0,1,132,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,11857,2,1080,1,1,0,125,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,11920,1,1625,2,0,3,133,1,0,1360,0,,0,,Adult,
Chitty,576,23-May-1988,,11921,1,1275,1,1,0,130,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,11922,1,1525,2,0,3,129,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,11924,1,1475,2,0,3,130,1,0,1410,0,,0,,Adult,
Chitty,576,23-May-1988,,12278,2,1575,2,0,3,127,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12281,2,1225,2,0,3,122,1,0,1485,0,,0,,Adult,
Chitty,576,23-May-1988,,12282,2,1125,1,1,0,125,1,0,1275,0,,0,,Adult,
Chitty,576,23-May-1988,,12283,2,1275,2,0,1,123,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12516,1,1225,1,1,0,127,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12518,1,1575,1,1,0,139,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12522,1,1475,2,0,3,134,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12546,1,1375,1,1,0,133,1,0,1300,0,,0,,Adult,
Chitty,576,23-May-1988,,12564,1,1275,1,1,0,133,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12569,1,1540,2,0,3,138,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12594,1,1175,1,1,0,120,1,0,1140,0,,0,,Adult,
Chitty,576,23-May-1988,,12595,1,1625,2,0,1,138,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12599,1,1275,2,0,3,123,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12603,1,1180,1,1,0,130,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12606,1,1325,1,1,0,124,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12607,5,1275,1,1,0,128,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12608,1,1625,2,0,3,132,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12633,1,1275,1,1,0,130,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12718,1,1140,1,1,0,121,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12721,1,1250,1,1,0,125,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12723,1,1180,1,1,0,128,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12730,1,1500,2,0,3,137,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12732,1,1300,1,1,0,133,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12734,1,1130,1,1,0,128,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12735,1,1100,1,1,0,110,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,12798,1,1425,2,0,1,131,0,0,0,0,,0,,Adult,
Chitty,576,23-May-1988,,14006,1,1325,1,1,0,133,1,0,1175,0,,0,,Adult,
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",2904,11,1250,1,1,0,137,0,0,0,0,0,0,0,Adult,gets 170.7077
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",3274,11,1420,2,0,3,132,0,0,0,0,0,0,0,Adult,gets 170.5590 but she escaped before the bolt was put on the collar so it may fall off.
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",3442,11,1160,1,1,0,133,0,0,0,0,0,0,0,Adult,"radio OK, weight corrected by 30g"
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",3267,11,1370,0,0,0,0,0,0,0,0,0,0,0,Adult,too stressed to check repro; weight corrected for collar
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",3138,11,1340,1,1,0,135,0,0,0,0,0,0,0,Adult,weight corrected for collar
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",2938,11,1530,2,0,3,134,0,0,0,0,0,0,0,Adult,weight corrected for collar
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",3561,11,1710,2,0,1,133,0,0,0,0,0,0,0,Adult,weight corrected for collar
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",2940,11,1330,1,1,0,137,0,0,0,0,0,0,0,Adult,"malfuntioning radio replaced with 170.2455, weight corrected for collar"
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",2587,11,1340,1,1,0,135,0,0,0,0,0,0,0,Adult,weight corrected for collar
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",2942,11,1560,2,0,3,133,0,0,0,0,0,0,0,Adult,gets 170.2720
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",3439,11,1650,2,0,3,137,0,0,0,0,0,0,0,Adult,
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",5587,11,1570,2,0,3,135,0,0,0,0,0,0,0,Adult,
Chitty,1933,25-May-2014,"Sophia, Kat, Charley, Alice",5580,11,1220,1,1,0,133,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26548,1,1500,2,0,1,141,1,0,1470,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3098,1,1550,2,0,1,138,1,0,1565,1,1525,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22768,1,1470,1,1,0,131,1,0,1440,1,1415,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",792,1,1395,2,0,1,141,1,0,1385,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3346,1,1460,1,1,0,137,1,0,1460,1,1495,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",794,1,1590,2,0,1,141,1,0,1600,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2345,1,1520,2,0,1,139,1,0,1500,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2945,1,1445,1,1,0,141,1,0,1400,1,1355,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26577,2,1350,2,0,1,132,1,0,1340,1,1355,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3441,1,1540,2,0,1,140,1,0,1545,1,1520,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3248,1,1340,1,1,0,138,1,0,1385,1,1325,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2762,1,1260,1,1,0,135,1,0,1280,1,1280,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",27938,1,1415,2,0,1,130,1,0,1400,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26545,1,1235,1,1,0,124,1,0,1240,1,1125,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2957,1,1810,2,0,1,138,1,0,1760,1,1695,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26576,2,1385,2,0,1,139,0,0,0,0,0,0,0,Adult,"Tips of ears chewed off by lynx, hare otherwise ok."
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22114,2,1240,1,1,0,127,1,0,1185,1,1225,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26503,2,1155,2,0,1,128,1,0,1145,1,1105,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22743,1,1365,1,1,0,135,1,0,1340,1,1335,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26504,2,1415,1,1,0,135,1,0,1395,1,1405,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22778,1,1295,2,0,1,140,1,0,1310,1,1290,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22714,1,1555,2,0,1,137,1,0,1510,1,1505,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",5666,1,1235,2,0,1,136,1,0,1235,1,1265,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22713,1,965,1,1,0,124,1,0,1015,1,975,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3942,1,1220,1,1,0,130,1,0,1205,1,1175,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2905,1,1425,1,1,0,139,1,0,1345,1,1300,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3041,1,1225,2,0,1,138,1,0,1355,1,1445,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3274,1,1370,2,0,1,131,1,0,1440,1,1415,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3442,1,1320,1,1,0,136,1,0,1330,1,1345,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3543,1,1315,1,1,0,143,1,0,1345,1,1295,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3044,1,1125,1,1,0,125,1,0,1220,1,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2917,1,1150,1,1,0,132,1,0,1160,1,1205,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2916,1,1325,2,0,1,135,1,0,1320,1,1345,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22862,2,1325,1,1,0,136,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22861,2,1335,2,0,1,135,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",28258,1,1340,2,0,1,139,1,0,1310,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3436,1,1390,2,0,1,130,1,0,1325,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3588,1,1390,1,1,0,134,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22116,2,1090,2,0,1,129,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26505,2,1265,1,2,0,137,1,0,1205,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",6506,2,1215,1,2,0,131,1,0,1215,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26578,2,1290,1,1,0,131,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26579,2,1345,1,1,0,133,1,0,1295,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22752,1,1110,2,0,1,130,1,0,1145,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",26580,2,1190,1,1,0,132,1,0,1125,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22747,1,1375,1,1,0,126,1,0,1275,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",230,1,1280,2,0,1,129,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",22860,2,1310,2,0,1,135,1,0,1255,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2307,1,1250,2,0,1,127,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",2907,1,1375,1,1,0,138,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",3042,1,1380,1,1,0,135,0,0,0,0,0,0,0,Adult,
Chitty,1978,08-Apr-2015,"Alice Kenney, Charles Krebs, Yasmine Majchrzak, Laurence Carter, Emily Studd, Allyson Menzies",6581,2,1260,1,1,0,134,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3200,11,1910,2,0,1,137,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3138,11,1480,1,1,0,138,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",5587,11,1760,2,0,2,131,0,0,0,0,0,0,0,Adult,Lots of matting on one nipple but might be old. Not wet/curly.
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3561,11,1950,2,0,1,131,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3274,11,1610,2,0,1,129,0,0,0,0,0,0,0,Adult,Kicking in bag. Old/soft matting around nipples.
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",713,9,330,1,2,0,78,0,0,0,0,0,0,0,Juv,Tested for Open Field behaviour (13 min test) then released at site of capture.
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3442,11,1220,1,1,0,132,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",2906,11,1890,2,0,1,133,0,0,0,0,0,0,0,Adult,Soft/old matting around nipples
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",273,11,1250,1,1,0,128,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",794,11,1960,0,0,0,0,0,0,0,0,0,0,0,Adult,BN= severe. Banging against squirrel escape and hyperventilating in bag so released without sexing/RHF.
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3023,11,1250,1,1,0,125,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3436,11,1630,2,0,1,124,0,0,0,0,0,0,0,Adult,
Chitty,1935,13-Jun-2014,"Sophia Lavergne, Katt Hobson",3098,11,1910,2,0,1,133,0,0,0,0,0,0,0,Adult,Calm in bag but anxious to leave
