grid,week,dateCap,Observers,Eartag,Fate_1,Weight,Sex,Repro_Male,Repro_Fem,Hindfoot,Fate_2,RHF_2,Weight_2,Fate_3,Weight_3,Fate_4,Weight_4,Maturity,Comments
Sulphur,696,10-Sep-1990,,16267,9,1080,1,2,0,123,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,16420,9,800,1,2,0,112,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,16421,9,1350,2,0,1,134,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,16422,9,825,2,0,1,113,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,16446,9,725,1,2,0,108,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,16447,9,700,2,0,1,103,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,16664,11,1600,1,2,0,136,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,16697,11,1560,1,2,0,138,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,16773,11,1690,2,0,3,136,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,16811,11,1580,1,2,0,134,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,16868,11,1740,1,2,0,141,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,17107,11,1590,1,1,0,132,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,17181,11,1700,2,0,1,133,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,17294,11,1100,1,2,0,126,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,18126,11,1100,1,2,0,120,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,18170,9,1200,1,2,0,125,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,18171,9,1380,2,0,1,130,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18174,9,1230,2,0,1,127,0,,0,0,,0,,Juv,
Sulphur,696,10-Sep-1990,,18175,9,1360,2,0,1,132,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18189,9,1450,2,0,1,136,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18190,9,1630,1,1,0,135,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18191,9,1340,2,0,1,137,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18458,11,1800,2,0,3,138,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18614,9,1330,1,2,0,127,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18622,11,1400,2,0,1,131,0,,0,0,,0,,Adult,
Sulphur,696,10-Sep-1990,,18648,11,1320,1,2,0,129,0,,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,12114,1,1520,1,1,0,137,1,0,1580,0,,0,,Adult,
Sulphur,678,07-May-1990,,12166,1,1450,1,1,0,131,1,0,1400,0,,0,,Adult,
Sulphur,678,07-May-1990,,12258,1,1350,1,1,0,134,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,12272,1,1550,1,1,0,130,1,0,1590,0,,0,,Adult,
Sulphur,678,07-May-1990,,12286,1,1550,1,1,0,140,1,0,1590,0,,0,,Adult,
Sulphur,678,07-May-1990,,12342,1,1360,1,1,0,138,1,0,1350,0,,0,,Adult,
Sulphur,678,07-May-1990,,12503,1,1810,2,0,1,140,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,12670,1,1670,2,0,1,140,1,0,1750,0,,0,,Adult,
Sulphur,678,07-May-1990,,12695,1,1350,1,1,0,135,1,0,1260,0,,0,,Adult,
Sulphur,678,07-May-1990,,12760,1,1540,1,1,0,140,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,12765,1,1410,1,1,0,132,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,12771,1,1260,1,1,0,136,1,0,1310,0,,0,,Adult,
Sulphur,678,07-May-1990,,12806,1,1820,2,0,1,132,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,12969,1,1400,1,1,0,140,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,13032,1,1550,1,1,0,142,1,0,1460,0,,0,,Adult,
Sulphur,678,07-May-1990,,13091,1,1720,2,0,1,135,1,0,1790,0,,0,,Adult,
Sulphur,678,07-May-1990,,13215,1,1240,1,1,0,120,1,0,1200,0,,0,,Adult,
Sulphur,678,07-May-1990,,13225,1,1380,1,1,0,139,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,13470,1,2030,2,0,1,141,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,13984,1,1550,1,1,0,143,1,0,1460,0,,0,,Adult,
Sulphur,678,07-May-1990,,14138,1,1950,2,0,1,138,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,14179,1,1350,1,1,0,138,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,14200,1,1330,1,1,0,137,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,14208,1,1900,2,0,1,136,1,0,1860,0,,0,,Adult,
Sulphur,678,07-May-1990,,14218,1,1450,2,0,1,124,1,0,1510,0,,0,,Adult,
Sulphur,678,07-May-1990,,14252,1,1310,1,1,0,133,1,0,1300,0,,0,,Adult,
Sulphur,678,07-May-1990,,14348,1,1210,1,1,0,132,1,0,1220,0,,0,,Adult,
Sulphur,678,07-May-1990,,14797,1,1390,1,1,0,132,1,0,1400,0,,0,,Adult,
Sulphur,678,07-May-1990,,14866,1,1310,1,1,0,131,1,0,1250,0,,0,,Adult,
Sulphur,678,07-May-1990,,15759,2,1600,2,0,1,132,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,15800,2,1240,1,1,0,131,1,0,1300,0,,0,,Adult,
Sulphur,678,07-May-1990,,16608,1,1140,2,0,1,127,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,16611,1,1320,1,1,0,138,1,0,1370,0,,0,,Adult,
Sulphur,678,07-May-1990,,16664,1,1300,1,1,0,133,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,16667,1,1850,2,0,1,128,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,16700,1,1380,1,1,0,137,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,16773,1,1740,2,0,1,129,1,0,1750,0,,0,,Adult,
Sulphur,678,07-May-1990,,17104,1,1245,1,1,0,131,1,0,1310,0,,0,,Adult,
Sulphur,678,07-May-1990,,17107,1,1410,1,1,0,134,1,0,1380,0,,0,,Adult,
Sulphur,678,07-May-1990,,17108,1,1460,1,1,0,147,1,0,1460,0,,0,,Adult,
Sulphur,678,07-May-1990,,17181,1,1660,2,0,1,132,1,0,1450,0,,0,,Adult,
Sulphur,678,07-May-1990,,17226,1,1500,2,0,1,135,1,0,1550,0,,0,,Adult,
Sulphur,678,07-May-1990,,18071,1,2010,2,0,1,144,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,18073,1,1350,1,1,0,137,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,18456,2,1620,2,0,1,136,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,18458,2,1710,2,0,1,137,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,18459,2,1160,1,1,0,133,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,18460,2,1460,2,0,1,135,0,0,0,0,,0,,Adult,
Sulphur,678,07-May-1990,,18461,2,1160,1,1,0,138,1,0,1170,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,12114,1,1910,1,2,0,141,1,139,1860,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,12166,1,1610,1,2,0,130,1,132,1610,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,12258,1,1590,1,2,0,135,1,135,1425,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,12286,1,1720,1,2,0,134,1,138,1610,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,12668,1,1910,2,0,1,138,1,138,1585,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,12765,1,2000,1,2,0,137,1,140,1875,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,12771,1,1500,1,2,0,136,1,137,1460,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,13090,1,1680,1,2,0,140,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,13215,1,1400,1,2,0,127,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,14138,1,1865,2,0,1,140,1,138,1685,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,14179,1,1825,1,2,0,143,1,140,1675,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,14180,1,1835,2,0,1,143,1,0,1760,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,14218,1,1635,2,0,1,131,1,133,1510,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,14252,1,1650,1,2,0,137,1,137,1630,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,14625,1,1850,1,2,0,140,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,14797,1,1610,1,2,0,137,1,142,1635,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,14866,1,1750,1,2,0,140,1,138,1675,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,15724,1,1430,1,2,0,131,1,134,1275,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,15800,1,1610,1,2,0,139,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,15874,1,1575,1,2,0,138,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,15880,1,1410,1,2,0,135,1,138,1175,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,15884,1,1370,1,2,0,137,0,,0,0,,0,,Juv,
Sulphur,705,12-Nov-1990,,16443,2,1125,2,0,1,137,0,,0,0,,0,,Juv,
Sulphur,705,12-Nov-1990,,16444,2,1175,2,0,1,139,0,,0,0,,0,,Juv,
Sulphur,705,12-Nov-1990,,16577,2,1600,1,2,0,145,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,16578,2,1350,1,2,0,128,0,,0,0,,0,,Juv,
Sulphur,705,12-Nov-1990,,16579,2,1650,1,2,0,140,1,141,1630,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,16580,2,1550,1,2,0,137,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,16608,1,1625,2,0,1,131,1,133,1410,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,16611,1,1700,1,2,0,138,1,134,1670,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,16631,1,1875,2,0,1,147,1,147,1875,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,16664,1,1725,1,2,0,138,1,136,1600,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,16698,1,1640,2,0,1,130,1,136,1635,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,16869,1,1500,1,2,0,133,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,16870,1,1575,1,2,0,135,1,136,1425,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,17102,1,1580,1,2,0,132,1,134,1385,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,17107,1,1660,1,2,0,134,1,139,1620,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,17108,1,1800,1,2,0,142,1,145,1810,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,17120,1,1900,2,0,1,134,1,131,1565,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,17178,1,1750,1,2,0,139,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,17226,1,1700,2,0,1,138,1,139,1595,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,17294,1,1325,1,2,0,137,0,,0,0,,0,,Juv,
Sulphur,705,12-Nov-1990,,17295,1,1820,1,2,0,140,1,145,1660,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,17632,2,1690,1,2,0,140,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,17647,2,1550,2,0,1,132,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,17648,2,1430,1,2,0,135,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,17649,2,1450,1,2,0,134,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,17650,2,1500,2,0,1,137,1,138,1485,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,18073,1,1535,1,2,0,136,1,140,1460,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18118,2,1500,1,2,0,137,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18127,1,1575,2,0,1,137,1,137,1375,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,18128,1,1450,1,2,0,140,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18171,1,1570,2,0,1,139,1,136,1350,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,18190,1,1500,1,2,0,134,1,133,1450,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,18460,1,1480,2,0,1,137,5,0,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18461,1,1520,1,2,0,131,1,130,1365,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18617,1,1530,2,0,1,127,1,128,1370,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,18622,1,1500,2,0,1,135,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18643,1,1320,1,2,0,140,1,0,1320,5,,0,,Juv,
Sulphur,705,12-Nov-1990,,18906,2,1750,1,2,0,138,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18923,2,1520,2,0,1,130,1,129,1335,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,18924,2,1570,2,0,1,136,1,134,1335,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18925,2,1285,2,0,1,130,1,130,1360,0,,0,,Juv,
Sulphur,705,12-Nov-1990,,18926,2,1675,2,0,1,140,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18927,2,1775,1,2,0,145,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18928,2,1475,1,2,0,133,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18929,2,1600,2,0,1,142,1,143,1425,1,,0,,Adult,
Sulphur,705,12-Nov-1990,,18951,2,1640,2,0,1,130,0,,0,0,,0,,Adult,
Sulphur,705,12-Nov-1990,,18980,2,1475,1,2,0,142,0,0,0,0,,0,,Adult,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",2946,11,1920,0,0,0,0,0,0,0,0,0,0,0,Adult,No number recorded for PV
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23147,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23011,11,0,0,0,0,0,0,0,0,0,0,0,0,,Trap moved by lynx
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22194,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23659,9,1365,2,0,0,129,0,0,0,0,0,0,0,Adult,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22970,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22956,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",2461,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",2341,11,1560,0,0,0,0,0,0,0,0,0,0,0,Adult,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",5664,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",26582,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",3237,11,1955,0,0,0,0,0,0,0,0,0,0,0,Adult,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",2903,11,1890,0,0,0,0,0,0,0,0,0,0,0,Adult,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22866,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22944,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22117,11,0,0,0,0,0,0,0,0,0,0,0,0,,2 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22947,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23114,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22847,11,0,0,0,0,0,0,0,0,0,0,0,0,,% White fur is 95-100
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22776,11,1765,0,0,0,0,0,0,0,0,0,0,0,Adult,"4 fleas; ear tag bad, changed to B3109"
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",2343,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23127,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22876,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22842,11,1640,0,0,0,0,0,0,0,0,0,0,0,Adult,RIP/RIP
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22192,11,1640,2,0,0,139,0,0,0,0,0,0,0,Adult,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22957,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22972,9,0,2,0,0,141,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22969,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22859,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23113,11,0,0,0,0,0,0,0,0,0,0,0,0,,"0 fleas, bridge of nose wounded"
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22777,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22943,11,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22945,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",28259,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23187,9,1330,2,0,0,133,0,0,0,0,0,0,0,Adult,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",22185,9,1260,1,0,0,130,0,0,0,0,0,0,0,Adult,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",3245,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",699,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,2005,14-Oct-2015,"Mike Peers, Yasmine Majchrzak, Eliot Linton, Sam Stead",23115,11,0,0,0,0,0,0,0,0,0,0,0,0,,0 fleas
Sulphur,717,04-Feb-1991,,12114,11,1710,1,1,0,139,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,12286,11,1640,1,2,0,138,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,12765,11,1560,1,1,0,136,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,12771,11,1360,1,2,0,138,0,,0,0,,0,,Juv,
Sulphur,717,04-Feb-1991,,13215,11,1400,1,1,0,128,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,14866,11,1480,1,1,0,138,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,15699,11,1280,2,0,1,148,0,,0,0,,0,,Juv,
Sulphur,717,04-Feb-1991,,16465,9,1390,1,1,0,131,0,,0,0,,0,,Juv,
Sulphur,717,04-Feb-1991,,16611,11,1520,1,2,0,135,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,16869,11,1460,1,2,0,128,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,16870,11,1430,1,2,0,136,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,17108,11,1600,1,1,0,144,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,17226,11,1610,2,0,1,141,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,17647,11,1770,2,0,1,134,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,17703,9,1330,2,0,1,130,0,,0,0,,0,,Juv,
Sulphur,717,04-Feb-1991,,17704,9,1220,2,0,1,143,0,,0,0,,0,,Juv,
Sulphur,717,04-Feb-1991,,17723,11,1400,1,1,0,136,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,18134,9,1490,1,1,0,138,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,18139,11,1430,2,0,1,136,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,18461,11,1410,1,1,0,131,0,,0,0,,0,,Adult,
Sulphur,717,04-Feb-1991,,18928,11,1340,1,1,0,130,0,,0,0,,0,,Juv,
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",23833,11,1565,1,0,0,139,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",22878,11,1460,1,0,0,137,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders; no fecal sample collected because snow was bloody"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",25068,9,1680,2,0,,136,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders; no poop because hare walked into trap in front of me"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",24306,11,1665,2,0,0,136,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",25226,9,1450,2,0,0,132,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders; had hole from old eartag being ripped out"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",24325,11,1660,2,0,0,139,11,0,1720,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders - collected on first night"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",25138,11,1485,1,0,0,138,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders; juvenile penis"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",2341,11,1465,2,0,0,136,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",24104,11,1905,2,0,0,147,11,0,1945,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders - hair sample taken on first night"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",25227,9,1200,1,0,0,0,0,0,0,0,0,0,0,,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",24569,11,1610,2,0,0,143,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",25228,9,1640,2,0,0,140,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",24594,11,1460,1,0,0,128,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",23016,11,1840,2,0,0,139,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",23793,11,1665,2,0,1,142,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",30933,11,1605,2,0,1,136,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders; tagged as B4478 but retagged in week 2158 with 30933"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",24160,11,1170,1,2,0,123,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders; juvenile penis; urine sample pv 2093 (for practice)"
Sulphur,2122,07-Jan-2018,"Michael, Yasmine, Noah",25141,9,1490,1,0,0,132,0,0,0,0,0,0,0,Adult,"Collected hair samples for cortisol comparison: ~4cm sq each from left ear, right thigh, between shoulders; juvenile penis"
