tbl2_grids.id_grid,grid,tbl3_weeks.id_week,tbl3_weeks.id_grid,dateCap,week,id_hare,tbl4_hare.id_week,EartagLetter,Eartag,Sex,Repro_Male,Repro_Fem,Weight,Hindfoot,RHF_2,Weight_2,Weight_3,Weight_4,Fecal_VialCK1,Fecal_VialCK2,Fecal_VialCK3,Fecal_VialCK4,FecalTimeCK1,FecalTimeCK2,FecalTimeCK3,FecalTimeCK4
38,Sulphur,6399,38,23-Apr-2023,2398,67914,6399,B,26664,1,1,0,1150,135,135,1210,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67920,6399,B,27078,2,0,1,1050,127,125,1225,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67921,6399,B,26688,1,2,0,1120,139,142,1130,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67922,6399,B,26608,2,0,1,1240,137,0,1200,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67923,6399,B,26678,1,2,0,1100,130,0,0,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67924,6399,B,26357,1,2,0,1100,130,133,1010,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67925,6399,B,26621,2,0,1,1340,138,138,1475,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67926,6399,B,26778,1,1,0,1100,130,131,1050,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67918,6399,B,27077,1,1,0,1175,135,0,0,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67917,6399,B,27076,2,0,1,1200,135,137,1300,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67919,6399,B,26383,1,1,0,1200,136,135,1250,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67915,6399,B,26342,1,1,0,1100,140,0,0,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67913,6399,B,6665,1,1,0,1225,140,140,1210,0,0,,,,,,,,
38,Sulphur,6399,38,23-Apr-2023,2398,67916,6399,B,26670,2,0,1,1125,142,144,1270,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67909,6398,B,26782,1,2,0,1120,135,133,1080,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67946,6398,B,26432,2,0,1,1260,143,0,0,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67945,6398,B,26661,1,2,0,1220,140,0,0,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67912,6398,B,27079,1,1,0,950,131,0,0,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67910,6398,B,26362,1,1,0,1120,142,0,0,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67908,6398,B,26328,2,0,1,1200,122,125,1200,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67906,6398,B,23318,2,0,1,1410,140,0,0,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67905,6398,B,23321,2,0,1,1200,139,0,0,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67904,6398,B,26603,1,1,0,1300,130,130,1200,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67903,6398,B,23317,1,2,0,1200,130,0,0,0,0,,,,,,,,
37,Silver,6398,37,22-Apr-2023,2397,67907,6398,B,27097,1,1,0,1225,138,131,1100,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67928,6400,B,26327,2,0,1,1140,134,0,0,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67942,6400,B,26450,1,2,0,1160,133,0,0,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67941,6400,B,26694,1,1,0,1125,132,133,975,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67940,6400,B,27098,2,0,1,1425,140,138,1300,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67939,6400,B,27099,2,0,1,1400,139,136,1275,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67937,6400,B,27100,1,2,0,1100,129,134,1000,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67936,6400,B,23316,2,0,1,1175,139,130,1100,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67935,6400,B,25611,2,0,1,1275,135,135,1240,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67934,6400,B,23315,1,2,0,1425,130,0,0,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67933,6400,B,26779,2,0,1,1240,130,135,1250,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67932,6400,B,26443,1,2,0,1220,137,140,1150,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67931,6400,B,26777,2,0,1,1200,129,133,1160,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67930,6400,B,26657,2,0,1,1240,139,0,0,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67929,6400,B,26605,1,2,0,1320,140,140,1260,0,0,,,,,,,,
34,Chitty,6400,34,21-Apr-2023,2397,67938,6400,B,26376,1,1,0,1375,127,135,1300,0,0,,,,,,,,
85,Jo,6397,85,07-Apr-2023,2395,67896,6397,B,26687,1,1,0,1370,136,0,0,0,0,,,,,,,,
85,Jo,6397,85,07-Apr-2023,2395,67898,6397,B,26669,2,0,1,1390,139,0,0,0,0,,,,,,,,
85,Jo,6397,85,07-Apr-2023,2395,67895,6397,B,26666,1,2,0,1190,136,0,0,0,0,,,,,,,,
85,Jo,6397,85,07-Apr-2023,2395,67897,6397,B,26668,2,0,1,1440,132,0,0,0,0,,,,,,,,
85,Jo,6397,85,07-Apr-2023,2395,67900,6397,B,26691,2,0,1,1220,137,0,0,0,0,,,,,,,,
85,Jo,6397,85,07-Apr-2023,2395,67901,6397,B,25355,2,0,1,1170,130,0,0,0,0,,,,,,,,
85,Jo,6397,85,07-Apr-2023,2395,67899,6397,B,26681,1,2,0,1150,130,0,0,0,0,,,,,,,,
38,Sulphur,6396,38,09-Mar-2023,2391,67889,6396,B,26621,2,0,1,1300,137,0,0,0,0,,,,,,,,
38,Sulphur,6396,38,09-Mar-2023,2391,67888,6396,B,26383,1,2,0,1280,137,0,0,0,0,,,,,,,,
38,Sulphur,6396,38,09-Mar-2023,2391,67887,6396,B,26606,2,0,1,1250,138,0,0,0,0,,,,,,,,
38,Sulphur,6396,38,09-Mar-2023,2391,67886,6396,B,26664,1,2,0,1350,133,0,0,0,0,,,,,,,,
38,Sulphur,6396,38,09-Mar-2023,2391,67885,6396,B,26670,2,0,1,1300,141,0,0,0,0,,,,,,,,
38,Sulphur,6396,38,09-Mar-2023,2391,67890,6396,B,26665,1,2,0,1360,141,0,0,0,0,,,,,,,,
63,Kloo,6394,63,03-Mar-2023,2390,67880,6394,B,26689,2,0,1,1540,141,0,0,0,0,,,,,,,,
63,Kloo,6394,63,03-Mar-2023,2390,67875,6394,B,26690,1,2,0,1440,139,141,1380,0,0,,,,,,,,
63,Kloo,6394,63,03-Mar-2023,2390,67876,6394,B,26667,1,2,0,1300,130,128,1300,0,0,,,,,,,,
63,Kloo,6394,63,03-Mar-2023,2390,67877,6394,B,26663,1,2,0,1400,134,0,0,0,0,,,,,,,,
63,Kloo,6394,63,03-Mar-2023,2390,67878,6394,B,26672,2,2,1,1180,132,0,0,0,0,,,,,,,,
63,Kloo,6394,63,03-Mar-2023,2390,67879,6394,B,26372,2,0,1,1500,132,0,0,0,0,,,,,,,,
85,Jo,6395,85,01-Mar-2023,2390,67882,6395,B,26669,2,0,1,1420,139,0,0,0,0,,,,,,,,
85,Jo,6395,85,01-Mar-2023,2390,67883,6395,B,26681,1,2,0,1250,132,0,0,0,0,,,,,,,,
85,Jo,6395,85,01-Mar-2023,2390,67884,6395,B,26692,0,0,0,1450,0,0,0,0,0,,,,,,,,
85,Jo,6395,85,01-Mar-2023,2390,67881,6395,B,26687,1,2,0,1400,140,0,0,0,0,,,,,,,,
85,Jo,6393,85,21-Feb-2023,2389,67873,6393,B,26692,0,0,0,1380,0,0,0,0,0,,,,,,,,
85,Jo,6393,85,21-Feb-2023,2389,67872,6393,B,26681,1,2,0,1180,132,0,0,0,0,,,,,,,,
38,Sulphur,6392,38,18-Feb-2023,2388,67865,6392,B,26778,1,2,0,1140,133,0,0,0,0,,,,,,,,
38,Sulphur,6392,38,18-Feb-2023,2388,67866,6392,B,26383,1,2,0,1350,134,0,0,0,0,,,,,,,,
38,Sulphur,6392,38,18-Feb-2023,2388,67871,6392,B,26621,2,0,1,1380,143,0,0,0,0,,,,,,,,
38,Sulphur,6392,38,18-Feb-2023,2388,67870,6392,B,26665,1,2,0,1400,141,0,0,0,0,,,,,,,,
38,Sulphur,6392,38,18-Feb-2023,2388,67869,6392,B,26664,1,2,0,1380,136,0,0,0,0,,,,,,,,
38,Sulphur,6392,38,18-Feb-2023,2388,67868,6392,B,26673,2,0,1,1380,138,0,0,0,0,,,,,,,,
38,Sulphur,6392,38,18-Feb-2023,2388,67867,6392,B,26606,2,0,1,1300,136,0,0,0,0,,,,,,,,
63,Kloo,6391,63,16-Feb-2023,2388,67864,6391,B,26689,2,0,1,1480,139,0,0,0,0,,,,,,,,
63,Kloo,6391,63,16-Feb-2023,2388,67863,6391,B,26372,2,0,1,1480,133,0,0,0,0,,,,,,,,
63,Kloo,6391,63,16-Feb-2023,2388,67862,6391,B,26663,1,2,0,1360,136,0,0,0,0,,,,,,,,
85,Jo,6390,85,09-Feb-2023,2387,67855,6390,B,26692,2,0,1,1520,125,0,0,0,0,,,,,,,,
85,Jo,6390,85,09-Feb-2023,2387,67861,6390,B,26669,2,0,1,1460,138,0,0,0,0,,,,,,,,
85,Jo,6390,85,09-Feb-2023,2387,67860,6390,B,26662,1,2,0,1360,135,0,0,0,0,,,,,,,,
85,Jo,6390,85,09-Feb-2023,2387,67859,6390,B,26687,1,2,0,1440,137,0,0,0,0,,,,,,,,
85,Jo,6390,85,09-Feb-2023,2387,67858,6390,B,26668,2,0,1,1400,135,0,0,0,0,,,,,,,,
85,Jo,6390,85,09-Feb-2023,2387,67857,6390,B,26691,2,0,1,1420,134,0,0,0,0,,,,,,,,
85,Jo,6390,85,09-Feb-2023,2387,67856,6390,B,26681,1,2,0,1220,134,0,0,0,0,,,,,,,,
81,Agnes,6388,81,30-Jan-2023,2386,67840,6388,B,26680,1,2,0,1275,137,0,0,0,0,,,,,,,,
81,Agnes,6388,81,30-Jan-2023,2386,67839,6388,B,26679,2,0,1,1289,129,0,0,0,0,,,,,,,,
81,Agnes,6388,81,30-Jan-2023,2386,67838,6388,B,26678,1,2,0,1285,132,0,0,0,0,,,,,,,,
81,Agnes,6388,81,30-Jan-2023,2386,67837,6388,B,26677,2,0,1,1232,131,0,0,0,0,,,,,,,,
38,Sulphur,6384,38,29-Jan-2023,2386,67818,6384,B,26383,1,2,0,1250,134,0,0,0,0,,,,,,,,
38,Sulphur,6384,38,29-Jan-2023,2386,67849,6384,B,26665,1,2,0,1420,144,0,0,0,0,,,,,,,,
38,Sulphur,6384,38,29-Jan-2023,2386,67848,6384,B,26664,1,2,0,1460,133,0,0,0,0,,,,,,,,
38,Sulphur,6384,38,29-Jan-2023,2386,67822,6384,B,26688,1,2,0,1340,135,0,0,0,0,,,,,,,,
38,Sulphur,6384,38,29-Jan-2023,2386,67821,6384,B,26778,1,2,0,1180,134,0,0,0,0,,,,,,,,
38,Sulphur,6384,38,29-Jan-2023,2386,67820,6384,B,26621,2,0,1,1500,142,143,1420,0,0,,,,,,,,
38,Sulphur,6384,38,29-Jan-2023,2386,67819,6384,B,26606,2,0,1,1300,132,0,0,0,0,,,,,,,,
63,Kloo,6386,63,26-Jan-2023,2385,67830,6386,B,26663,1,2,0,1300,135,0,0,0,0,,,,,,,,
63,Kloo,6386,63,26-Jan-2023,2385,67829,6386,B,26689,2,0,1,1480,138,0,0,0,0,,,,,,,,
63,Kloo,6386,63,26-Jan-2023,2385,67828,6386,B,26667,1,2,0,1330,134,0,0,0,0,,,,,,,,
63,Kloo,6386,63,26-Jan-2023,2385,67827,6386,B,26690,1,2,0,1500,140,0,0,0,0,,,,,,,,
63,Kloo,6386,63,26-Jan-2023,2385,67832,6386,B,26787,1,0,1,1230,132,0,0,0,0,,,,,,,,
94,Rolo,6387,94,23-Jan-2023,2385,67836,6387,B,26786,2,0,1,1262,134,0,0,0,0,,,,,,,,
94,Rolo,6387,94,23-Jan-2023,2385,67833,6387,B,26784,1,2,1,1188,133,0,0,0,0,,,,,,,,
94,Rolo,6387,94,23-Jan-2023,2385,67834,6387,B,26785,2,0,1,1381,140,0,0,0,0,,,,,,,,
94,Rolo,6387,94,23-Jan-2023,2385,67835,6387,B,26607,1,2,0,1337,132,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67810,6383,B,26664,1,2,0,1390,136,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67812,6383,B,26658,2,0,1,1200,143,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67813,6383,B,26383,1,2,0,1360,135,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67814,6383,B,26606,2,0,1,1300,135,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67815,6383,B,26688,1,2,0,0,138,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67816,6383,B,26778,1,2,0,1200,132,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67817,6383,B,26621,2,0,1,1400,138,0,0,0,0,,,,,,,,
38,Sulphur,6383,38,17-Jan-2023,2384,67811,6383,B,26665,1,2,0,1400,140,0,0,0,0,,,,,,,,
63,Kloo,6385,63,16-Jan-2023,2384,67823,6385,B,26783,2,0,1,1150,125,0,0,0,0,,,,,,,,
63,Kloo,6385,63,16-Jan-2023,2384,67824,6385,B,26690,1,2,1,1420,138,0,0,0,0,,,,,,,,
63,Kloo,6385,63,16-Jan-2023,2384,67825,6385,B,26689,2,0,1,1520,135,0,0,0,0,,,,,,,,
63,Kloo,6385,63,16-Jan-2023,2384,67826,6385,B,26663,1,2,0,1310,128,0,0,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67806,6382,B,26692,2,2,1,1480,127,125,1480,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67853,6382,B,26666,1,2,0,1350,135,0,0,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67851,6382,B,26687,1,2,0,1460,138,0,0,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67841,6382,B,26676,2,0,1,1100,122,125,1170,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67852,6382,B,26351,2,0,1,1450,141,0,0,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67807,6382,B,26662,1,2,0,1320,135,131,1340,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67808,6382,B,26693,1,2,1,1330,130,131,1320,0,0,,,,,,,,
85,Jo,6382,85,15-Jan-2023,2384,67842,6382,B,26691,2,0,1,1430,139,0,0,0,0,,,,,,,,
37,Silver,6381,37,24-Sep-2022,2367,67805,6381,B,26782,2,0,1,1170,131,0,0,0,0,,,,,,,,
37,Silver,6381,37,24-Sep-2022,2367,67804,6381,,30607,2,0,1,860,110,0,0,0,0,,,,,,,,
37,Silver,6381,37,24-Sep-2022,2367,67803,6381,B,26661,2,0,1,1100,132,0,0,0,0,,,,,,,,
38,Sulphur,6380,38,20-Sep-2022,2367,67802,6380,B,26383,1,2,0,1350,125,0,1400,0,0,,,,,,,,
38,Sulphur,6380,38,20-Sep-2022,2367,67846,6380,B,26778,1,2,0,1220,127,0,0,0,0,,,,,,,,
38,Sulphur,6380,38,20-Sep-2022,2367,67801,6380,B,26658,2,0,1,880,120,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67792,6379,B,26657,2,0,1,1320,138,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67791,6379,B,26656,1,2,0,960,120,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67787,6379,B,26655,2,0,1,832,116,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67784,6379,B,26696,2,0,1,1160,132,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67785,6379,B,26695,2,0,1,870,110,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67788,6379,B,26604,2,0,1,900,110,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67786,6379,B,26694,1,2,0,790,0,0,800,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67790,6379,B,26605,1,2,0,1330,140,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67796,6379,B,26659,2,0,1,1570,142,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67794,6379,B,26775,2,0,3,1400,133,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67797,6379,B,25660,2,0,1,900,115,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67795,6379,B,26777,2,0,1,950,120,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67798,6379,B,26779,2,0,1,1480,135,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67800,6379,B,26781,2,0,1,1020,115,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67789,6379,B,25611,2,0,3,1610,130,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67799,6379,B,26780,1,2,0,1120,129,0,0,0,0,,,,,,,,
34,Chitty,6379,34,19-Sep-2022,2367,67793,6379,B,26376,1,2,0,1600,134,0,0,0,0,,,,,,,,
37,Silver,6378,37,08-Apr-2022,2343,67781,6378,B,26603,1,1,0,1200,131,0,0,0,0,,,,,,,,
37,Silver,6378,37,08-Apr-2022,2343,67783,6378,B,24581,1,1,0,1300,130,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67771,6377,B,26376,1,1,0,1592,135,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67772,6377,B,26379,1,1,0,1292,140,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67773,6377,B,26377,1,1,0,1192,135,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67774,6377,B,26378,2,0,1,1292,133,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67775,6377,B,26609,1,1,0,1342,134,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67776,6377,B,26612,1,1,0,1400,130,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67777,6377,B,26654,1,1,0,1300,130,0,1242,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67780,6377,B,26602,2,0,1,1310,135,0,0,0,0,,,,,,,,
34,Chitty,6377,34,03-Apr-2022,2343,67778,6377,B,26653,2,0,1,1292,130,0,0,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67767,6376,B,26614,1,1,0,1120,120,0,1105,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67764,6376,B,26621,2,0,1,1312,143,0,1342,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67765,6376,B,26342,1,1,0,1370,140,0,1292,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67766,6376,B,26383,1,1,0,1220,120,0,1205,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67768,6376,B,26620,2,0,1,1290,135,0,1310,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67769,6376,B,26652,2,0,1,1442,140,0,0,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67770,6376,B,26608,2,0,1,1300,129,0,0,0,0,,,,,,,,
38,Sulphur,6376,38,02-Apr-2022,2342,67763,6376,B,26622,1,1,0,1362,137,0,1292,0,0,,,,,,,,
38,Sulphur,6357,38,24-Mar-2022,2341,67712,6357,B,26383,1,2,0,1262,137,0,0,0,0,,,,,,,,
38,Sulphur,6356,38,16-Mar-2022,2340,67710,6356,B,26622,1,2,0,1380,130,0,1310,0,0,,,,,,,,
38,Sulphur,6356,38,16-Mar-2022,2340,67709,6356,B,26621,2,0,1,1420,135,0,1292,0,0,,,,,,,,
38,Sulphur,6356,38,16-Mar-2022,2340,67708,6356,B,26620,2,0,1,1312,140,0,1292,0,0,,,,,,,,
38,Sulphur,6356,38,16-Mar-2022,2340,67707,6356,B,26342,1,2,0,1362,141,0,1362,0,0,,,,,,,,
63,Kloo,6355,63,10-Mar-2022,2339,67713,6355,B,26395,1,2,0,1310,130,0,0,0,0,,,,,,,,
63,Kloo,6355,63,10-Mar-2022,2339,67704,6355,B,26349,1,2,0,1512,136,138,1392,1380,1410,,,,,,,,
63,Kloo,6355,63,10-Mar-2022,2339,67706,6355,B,26381,1,2,0,1340,120,0,1410,0,0,,,,,,,,
63,Kloo,6355,63,10-Mar-2022,2339,67705,6355,B,26372,2,0,1,1510,130,137,0,1610,1392,,,,,,,,
94,Rolo,6361,94,09-Mar-2022,2339,67723,6361,B,26619,1,2,0,1299,127,0,0,0,0,,,,,,,,
85,Jo,6360,85,09-Mar-2022,2339,67722,6360,B,26384,1,2,0,1263,129,0,0,0,0,,,,,,,,
38,Sulphur,6353,38,18-Feb-2022,2336,67698,6353,B,26622,1,2,0,1400,130,0,1270,0,0,,,,,,,,
38,Sulphur,6353,38,18-Feb-2022,2336,67701,6353,B,26620,2,0,1,1290,130,0,1462,0,0,,,,,,,,
38,Sulphur,6353,38,18-Feb-2022,2336,67700,6353,B,26342,1,2,0,1392,145,0,0,0,0,,,,,,,,
38,Sulphur,6353,38,18-Feb-2022,2336,67699,6353,B,26621,2,0,1,1350,136,0,1362,0,0,,,,,,,,
38,Sulphur,6353,38,18-Feb-2022,2336,67702,6353,B,26383,1,2,0,1092,141,0,0,0,0,,,,,,,,
85,Jo,6359,85,16-Feb-2022,2336,67719,6359,B,26623,1,2,0,1364,0,0,0,0,0,,,,,,,,
85,Jo,6359,85,16-Feb-2022,2336,67720,6359,B,26617,1,2,0,1333,135,0,0,0,0,,,,,,,,
85,Jo,6359,85,16-Feb-2022,2336,67721,6359,B,26618,1,2,0,1271,130,0,0,0,0,,,,,,,,
63,Kloo,6352,63,09-Feb-2022,2335,67695,6352,B,26382,2,0,1,1050,122,124,1062,0,0,,,,,,,,
63,Kloo,6352,63,09-Feb-2022,2335,67694,6352,B,26381,1,2,0,1380,133,0,0,0,0,,,,,,,,
63,Kloo,6352,63,09-Feb-2022,2335,67693,6352,B,26372,2,0,1,1500,130,0,0,0,0,,,,,,,,
63,Kloo,6352,63,09-Feb-2022,2335,67692,6352,B,26624,2,0,1,1292,135,0,0,0,0,,,,,,,,
63,Kloo,6352,63,09-Feb-2022,2335,67696,6352,B,26350,2,0,1,0,125,0,0,0,0,,,,,,,,
94,Rolo,6362,94,09-Feb-2022,2335,67724,6362,,30821,2,0,1,1266,125,0,0,0,0,,,,,,,,
85,Jo,6358,85,08-Feb-2022,2335,67718,6358,B,26347,2,0,1,1540,135,0,0,0,0,,,,,,,,
85,Jo,6358,85,08-Feb-2022,2335,67716,6358,B,26361,2,0,1,1194,122,0,0,0,0,,,,,,,,
85,Jo,6358,85,08-Feb-2022,2335,67714,6358,B,26448,2,0,1,1449,135,0,0,0,0,,,,,,,,
85,Jo,6358,85,08-Feb-2022,2335,67715,6358,B,26351,2,0,1,1350,133,0,0,0,0,,,,,,,,
34,Chitty,6351,34,19-Sep-2021,2315,67690,6351,B,26393,2,0,1,1250,127,0,0,0,0,,,,,,,,
34,Chitty,6351,34,19-Sep-2021,2315,67689,6351,B,25611,2,0,1,1550,141,0,0,0,0,,,,,,,,
38,Sulphur,6350,38,16-Sep-2021,2314,67688,6350,B,26625,1,2,0,1100,125,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67678,6349,B,26341,2,0,3,1430,135,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67673,6349,B,26700,2,0,1,890,118,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67674,6349,B,26699,2,0,1,1020,124,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67675,6349,B,26698,1,2,0,890,120,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67677,6349,B,26386,2,0,1,710,97,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67679,6349,B,26675,2,0,1,970,120,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67680,6349,B,26674,1,2,1,780,106,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67682,6349,B,24883,2,0,2,1520,138,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67687,6349,B,26385,2,0,1,690,110,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67683,6349,B,26301,1,2,0,1300,135,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67684,6349,B,26601,2,0,1,950,118,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67685,6349,B,26391,2,0,1,780,108,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67686,6349,B,26392,1,2,0,1270,124,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67676,6349,B,26697,2,0,1,850,118,0,0,0,0,,,,,,,,
37,Silver,6349,37,13-Sep-2021,2314,67681,6349,B,24937,2,0,1,800,113,0,0,0,0,,,,,,,,
85,Jo,6368,85,04-Aug-2021,2308,67742,6368,B,26347,2,0,3,1960,0,0,0,0,0,,,,,,,,
38,Sulphur,6371,38,31-Jul-2021,2307,67746,6371,B,26349,1,1,0,1350,0,0,0,0,0,,,,,,,,
34,Chitty,6370,34,28-Jul-2021,2307,67745,6370,B,25611,2,0,3,1700,133,0,0,0,0,,,,,,,,
63,Kloo,6375,63,23-Jul-2021,2306,67762,6375,B,26387,2,0,1,450,83,0,0,0,0,,,,,,,,
63,Kloo,6375,63,23-Jul-2021,2306,67758,6375,B,26372,2,0,3,1470,0,0,0,0,0,,,,,,,,
63,Kloo,6375,63,23-Jul-2021,2306,67759,6375,B,26350,2,0,3,1640,0,0,0,0,0,,,,,,,,
63,Kloo,6375,63,23-Jul-2021,2306,67761,6375,B,26388,2,0,1,350,79,0,0,0,0,,,,,,,,
63,Kloo,6375,63,23-Jul-2021,2306,67760,6375,B,26389,1,2,0,450,0,0,0,0,0,,,,,,,,
85,Jo,6367,85,17-Jul-2021,2305,67740,6367,,30831,2,0,1,750,109,0,0,0,0,,,,,,,,
85,Jo,6367,85,17-Jul-2021,2305,67741,6367,B,26350,2,0,3,1550,128,0,0,0,0,,,,,,,,
85,Jo,6366,85,07-Jul-2021,2304,67738,6366,,30831,2,0,1,650,95,0,0,0,0,,,,,,,,
